body,fake
The Guardian view on Amazon's dominance: we have to make different choices,0
Parliament restaurants not complying with test-and-trace rules says union,0
Boris Johnson says he will intervene in Greater Manchester if Covid agreement not reached - video,0
Where we went wrong in care for the vulnerable,0
Matt Hancock's measles misunderstanding,0
Unimpressed by non-healthcare,0
Sex ban': England's Covid tiers throw new obstacles in way of romance,0
Midwives physios and pharmacists to administer future UK Covid vaccine,0
What tier am I in and what am I allowed to do? England's Covid rules explained,0
UK high street loses 1000 more jobs amid Covid crisis,0
Wetherspoon's hit by PS105m loss as Covid crisis drives down sales,0
Boots bosses 'encouraged' staff to work at head office despite government advice,0
Q&A: Where can I still travel to under the new coronavirus tier system?,0
Sterling choppy amid uncertainty over Brexit talks and Covid lockdowns - as it happened,0
Michael Rosen to publish book about his near-fatal Covid-19 ordeal,0
What are the Conservatives conserving? Not us and not even their own party,0
Coronavirus infections hit 27900 cases a day in England data suggests,0
Wales facing 'circuit breaker' lockdown of two or three weeks,0
On the brink of disaster': Europe's Covid fight takes a turn for the worse,0
UK economy not ready for no-deal Brexit say business leaders,0
Serco profits surge thanks to Covid-19 test-and-trace contract,0
Higher Covid deaths among BAME people 'not driven by health issues',0
Macron has enjoyed wielding his authority during Covid - and the French don't like it,0
Pubs to close in Lancashire as tier 3 Covid strategy reluctantly accepted,0
Extending custody time limit will hit BAME people hardest MoJ told,0
Remdesivir has very little effect on Covid-19 mortality WHO finds,0
Italian critics aghast at 'demeaning' comedy that makes light of pandemic,0
Crazy isn't it?' Devon resort reports no shortage of visitors,0
Two-week trip to New Zealand turns into seven-month Covid holiday,0
Andy Burnham trying to hold us over a barrel on lockdown says Raab,0
Victorian inquiry to hold extraordinary sitting as PM says 5000 to use Northern Territory quarantine facility - as it happened,0
Coronavirus Australia latest: the week at a glance,0
Psychological PPE' is what Britain's health professionals urgently need now,0
Coronavirus: what has changed about what we know? - video explainer,0
Working from home: could you be eligible for up to PS125 in tax relief?,0
Livestream of peregrine falcon chicks on Melbourne skyscraper captivates city in lockdown,0
Almost half of Johnson's 'education catch-up' fund remains unallocated,0
Covid-19 rates: Can London be different from other regions?,0
The fear now gripping universities: will students come back in January?,0
Leaking vials supplied for NHS test and trace say whistleblowers,0
Government spending on Covid consultancy contracts rises to PS175m,0
Victoria set to ease lockdown rules after it records two new cases and no deaths,0
Scott Morrison strikes deal with NT to quarantine stranded Australians at Howard Springs,0
Something to celebrate': Australian-produced Moulin Rouge! the Musical lands 14 Tony nominations,0
Covid in the UK: a new north-south divide?,0
Rugby Championship cut in half as world champions South Africa pull out,0
Jacinda Ardern's Covid response looks set to dominate New Zealand election,0
Joe Biden and Kamala Harris both flew on flights with people who tested positive for Covid-19 - as it happened,0
13300 new infections in Spain - as it happened,0
Thirty-year failure to tackle preventable disease fuelling global Covid pandemic,0
Fauci warns Americans to rethink Thanksgiving amid coronavirus surge,0
Family of NHS consultant stricken by Covid face removal from UK,0
Joe Biden and Kamala Harris flew with people who tested positive for Covid-19,0
Sale of alcohol to be banned in House of Commons,0
Boris Johnson's Covid plan in turmoil after north-west leaders refuse tier 3,0
Coronavirus pandemic plunges millions of Americans into poverty,0
Covid in Europe: how countries are tackling second wave,0
Steve Bell on the Queen's visit to Porton Down - cartoon,0
Tier 2 Covid restrictions 'worst of both worlds' says trade body,0
Manchester united: ministers' tier 3 talks enrage both Labour and Tories,0
The Guardian view on Johnson's poor taste: no buzz from compassion's sugar rush,0
Queen and Prince William criticised for maskless visit,0
A mess': people in England's north and Midlands respond to tier system,0
Andy Burnham: England's north must not be sacrificed for 'flawed' lockdown policy - video,0
Trump's macho bravado is an embarrassment. Yet it puts us all in danger,0
UK Covid: Andy Burnham says England's north must not be 'sacrificial lamb' for flawed lockdowns - as it happened,0
Covid-19: half measures will never break the chain of infection,0
Students retaking GSCE exams in November 'may pose public health risk',0
Winter travel season in doubt as Italy added to UK quarantine list,0
Travellers from Italy must quarantine on arrival in UK,0
UK may avoid winter blackouts owing to lower demand says National Grid,0
Shepparton's Covid crisis: why the Victorian regional town is so vulnerable to an outbreak,0
How will we tackle the pandemic of loneliness after Covid?,0
Met will not charge MP Margaret Ferrier for travelling with Covid,0
Europe's daily Covid deaths could reach five times April peak says WHO,0
Welsh ban on travel from Covid hotspots 'risks division and confusion',0
Atlanta Falcons shut down practice facility after second positive Covid test,0
Have you made a significant life change since the beginning of the pandemic?,0
Covid: London to face tighter restrictions from Friday night,0
Fat Duck restaurant shuts for two weeks after staff test positive for Covid,0
Sam Querrey accused of fleeing Russia by private jet after positive Covid-19 test,0
Marcus Rashford vows to keep up free meals fight after No 10 refusal,0
This pandemic has been the making of England's elected mayors,0
Tier 1 2 or 3? England's Covid lockdown rules explained,0
Boris Johnson's inaction has forced me to ban travel to Wales from England's Covid hotspots,0
French police search politicians' homes in coronavirus inquiry,0
Matt Hancock raises Covid alert level for parts of England including London - video,0
Quality Street favourite missing as Covid-19 disrupts production,0
We can't let the WTO get in the way of a 'people's vaccine',0
Should airlines be promoting PS5.99 flights during the Covid crisis?,0
Pre-Christmas Covid lockdown for students 'may come too late',0
Liverpool Covid admissions will 'devastate' other hospital care,0
National cabinet meeting to discuss Darwin quarantine postponed due to 'problem' with PM's plane,0
Blood and tears as Israeli police storm wedding during lockdown,0
London patients waiting 21 weeks for routine NHS blood tests,0
Third of newborns with Covid infected before or during birth - study,0
Pub and brewer Marston's to cut 2150 furloughed jobs,0
Inequality is rising under Covid - how we talk about it is vital,0
NSW reports 11 new cases and Victoria reports six - as it happened,0
Ryanair cuts one in three winter flights and warns of more job losses,0
UK doctors and health experts back Covid-19 'circuit breaker',0
I see people protesting against having to stay home and I want to scream,0
China's Sinopharm offered experimental vaccine to students going abroad - reports,0
Simply not correct': Daniel Andrews and Peta Credlin continue press conference sparring - video,0
Britain's Covid-19 strategy simply adds up to many more jobless people,0
NHS staff in northern England 'exhausted' amid second wave fears,0
